source_name,publisher,lga_code,lga_name,scientific_name,common_name,mature_size_class,mature_height_min_m,mature_height_max_m,mature_canopy_width_min_m,mature_canopy_width_max_m,minimum_planting_area_m2,sunlight_requirement,water_need_class,root_risk_class,site_requirements,guidance_status,effective_from,effective_to,source_url,licence,limitation
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Celtis occidentalis,Hackberry,medium,10,15,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment. Do not plant this species within creek buffers or other environmentally sensitive areas because the council identifies weed potential or a tendency to sucker.",conditional,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Corymbia eximia,Yellow Bloodwood,medium,10,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Corymbia ficifolia,Red Flowering Gum,medium,8,10,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus leucoxylon connata,Yellow Gum,medium,,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus polyanthemos vestita,Red Box,medium,10,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus pulchella,White Peppermint,medium,10,15,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Fraxinus excelsior 'Aurea',Golden Ash,medium,8,10,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Fraxinus pennsylvanica 'Urbanite',Urbanite Ash,medium,10,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Gleditsia triacanthos 'Shademaster',Shademaster Honey Locust,medium,10,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment. Do not plant this species within creek buffers or other environmentally sensitive areas because the council identifies weed potential or a tendency to sucker.",conditional,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Hymenosporum flavum,Native Frangipani,medium,6,10,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Jacaranda mimosifolia,Jacaranda,medium,8,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Melia azedarach,White Cedar,medium,9,14,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Pyrus calleryana 'Aristocrat',Aristocrat Callery Pear,medium,10,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Pyrus calleryana 'Capital',Capital Callery Pear,medium,,10,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Pyrus calleryana 'Chanticleer',Chanticleer Callery Pear,medium,,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Ulmus parvifolia,Chinese Elm,medium,,12,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Zelkova serrata,Japanese Elm,medium,10,14,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Quercus robur 'Fastigiata',Upright English Oak,medium,10,15,8,18,,,natural rainfall after establishment,,"Council source category: medium (8-15 m high and 8-18 m wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Lophostemon confertus,Queensland Brush Box,large,12,16,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus scoparia,Wallangarra Gum,large,12,18,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Angophora costata,Smooth-barked Apple Myrtle,large,12,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Casuarina cunninghamiana,River She-Oak,large,12,18,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment. Do not plant this species within creek buffers or other environmentally sensitive areas because the council identifies weed potential or a tendency to sucker.",conditional,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Corymbia citriodora,Lemon-scented Gum,large,20,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Corymbia maculata,Spotted Gum,large,,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus mannifera,Brittle Gum,large,12,18,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus melliodora,Yellow Box,large,20,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Eucalyptus sideroxylon,Red Ironbark,large,12,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Maclura pomifera 'Wichita',Wichita Osage Orange,large,10,16,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
Wyndham Landscape Guidelines 2018,Wyndham City Council,375,WYNDHAM CITY,Platanus orientalis,Oriental Plane,large,15,25,15,,,,natural rainfall after establishment,,"Council source category: large (15 m or more high and 15 m or more wide). No tree where either available-space dimension is under 1.8 m. Use the council planting-space matrix, provide at least a 600 mm planting bay, check overhead/underground services, and select a tree able to survive on natural rainfall after establishment.",recommended,2018-08-01,,https://www.wyndham.vic.gov.au/sites/default/files/2018-10/ADOPTED%20August%202018%20-%20Wyndham%20Landscape%20Guidelines%202018%20(A2187608).pdf,Copyright Wyndham City Council; no open licence stated - reuse permission/review required,"Council guidance for residential landscape plans; recommendation is not a permit or a guarantee of private-site suitability. Confirm the applicable planning-scheme schedule and current council requirements. The document is dated only August 2018, so 2018-08-01 is a month-level date convention. Width values are generic council size-band ranges, not species-specific measurements. Mature dimensions are estimates and actual growth varies. Sunlight and root-risk values are not supplied."
